gene_name,transcript_id
ENTHD1,ENST00000325157.7
ENTPD1,ENST00000371205.5
ENTPD2,ENST00000355097.7
ENTPD3,ENST00000301825.8
ENTPD4,ENST00000358689.9
ENTPD5,ENST00000334696.11
ENTPD6,ENST00000376652.9
ENTPD7,ENST00000370489.5
ENTPD8,ENST00000371506.7
ENTR1,ENST00000357365.8
ENY2,ENST00000521688.6
EOGT,ENST00000383701.8
EOLA1,ENST00000393985.8
EOLA2,ENST00000370406.8
EOMES,ENST00000449599.4
EP300,ENST00000263253.9
EP400,ENST00000389561.7
EPAS1,ENST00000263734.5
EPB41,ENST00000343067.9
EPB41L1,ENST00000338074.7
EPB41L2,ENST00000337057.8
EPB41L3,ENST00000341928.7
EPB41L4A,ENST00000261486.6
EPB41L4B,ENST00000374566.8
EPB41L5,ENST00000263713.10
EPB42,ENST00000441366.7
EPC1,ENST00000319778.11
EPC2,ENST00000258484.11
EPCAM,ENST00000263735.9
EPDR1,ENST00000199448.9
EPG5,ENST00000282041.11
EPGN,ENST00000413830.6
EPHA1,ENST00000275815.4
EPHA10,ENST00000373048.9
EPHA2,ENST00000358432.8
EPHA3,ENST00000336596.7
EPHA4,ENST00000281821.7
EPHA5,ENST00000613740.5
EPHA7,ENST00000369303.9
EPHA8,ENST00000166244.8
EPHB1,ENST00000398015.8
EPHB2,ENST00000374630.8
EPHB3,ENST00000330394.3
EPHB4,ENST00000358173.8
EPHB6,ENST00000652003.1
EPHX1,ENST00000272167.10
EPHX2,ENST00000521400.6
EPHX3,ENST00000221730.8
EPHX4,ENST00000370383.5
EPM2A,ENST00000367519.9
EPM2AIP1,ENST00000322716.8
EPN1,ENST00000270460.11
EPN3,ENST00000268933.8
EPO,ENST00000252723.3
EPOP,ENST00000621654.2
EPOR,ENST00000222139.11
EPPIN,ENST00000354280.9
EPPK1,ENST00000615648.2
EPRS1,ENST00000366923.8
EPS15,ENST00000371733.8
EPS15L1,ENST00000455140.7
EPS8,ENST00000281172.10
EPS8L1,ENST00000201647.11
EPS8L2,ENST00000318562.13
EPS8L3,ENST00000361965.9
EPSTI1,ENST00000313624.12
EPX,ENST00000225371.6
EPYC,ENST00000261172.8
EQTN,ENST00000380032.8
ERAL1,ENST00000254928.10
ERAP1,ENST00000443439.7
ERAP2,ENST00000437043.8
ERAS,ENST00000636362.1
ERBB2,ENST00000269571.10
ERBB3,ENST00000267101.8
ERBB4,ENST00000342788.9
ERBIN,ENST00000284037.10
ERC1,ENST00000360905.9
ERC2,ENST00000288221.11
ERCC1,ENST00000300853.8
ERCC2,ENST00000391945.10
ERCC3,ENST00000285398.7
ERCC4,ENST00000311895.8
ERCC5,ENST00000652225.2
ERCC6,ENST00000355832.10
ERCC6,ENST00000447839.7
ERCC6L,ENST00000334463.4
ERCC6L2,ENST00000653738.2
ERCC8,ENST00000676185.1
EREG,ENST00000244869.3
ERF,ENST00000222329.9
ERFE,ENST00000546354.6
ERFL,ENST00000597630.3
ERG,ENST00000288319.12
ERG28,ENST00000256319.7
ERGIC1,ENST00000393784.8
ERGIC2,ENST00000360150.9
ERGIC3,ENST00000348547.7
ERH,ENST00000557016.6
ERI1,ENST00000250263.8
ERI2,ENST00000357967.9
ERI3,ENST00000372257.7
ERICH1,ENST00000262109.8
ERICH3,ENST00000326665.10
ERICH4,ENST00000378187.3
ERICH5,ENST00000318528.8
ERICH6,ENST00000295910.11
ERICH6B,ENST00000298738.3
ERLEC1,ENST00000185150.9
ERLIN1,ENST00000421367.7
ERLIN2,ENST00000519638.3
ERMAP,ENST00000372517.8
ERMARD,ENST00000366773.8
ERMN,ENST00000410096.6
ERMP1,ENST00000339450.10
ERN1,ENST00000433197.4
ERN2,ENST00000256797.9
ERO1A,ENST00000395686.8
ERO1B,ENST00000354619.10
ERP27,ENST00000266397.7
ERP29,ENST00000261735.4
ERP44,ENST00000262455.7
ERRFI1,ENST00000377482.10
ERV3-1,ENST00000394323.3
ERVFRD-1,ENST00000472091.2
ERVMER34-1,ENST00000443173.6
ERVV-2,ENST00000601417.3
ERVW-1,ENST00000603053.2
ESAM,ENST00000278927.10
ESCO1,ENST00000269214.10
ESCO2,ENST00000305188.13
ESD,ENST00000378720.8
ESF1,ENST00000617257.2
ESM1,ENST00000381405.5
ESPL1,ENST00000257934.9
ESPN,ENST00000645284.1
ESPNL,ENST00000343063.8
ESR1,ENST00000206249.8
ESR2,ENST00000341099.6
ESRP1,ENST00000433389.8
ESRP2,ENST00000473183.7
ESRRA,ENST00000000442.11
ESRRB,ENST00000644823.1
ESRRG,ENST00000408911.8
ESS2,ENST00000252137.11
ESX1,ENST00000372588.4
ESYT1,ENST00000394048.10
ESYT2,ENST00000275418.13
ESYT3,ENST00000389567.9
ETAA1,ENST00000272342.6
ETDA,ENST00000427686.3
ETDB,ENST00000423661.1
ETDC,ENST00000635820.1
ETF1,ENST00000360541.10
ETFA,ENST00000557943.6
ETFB,ENST00000309244.9
ETFBKMT,ENST00000357721.3
ETFDH,ENST00000511912.6
ETFRF1,ENST00000381356.9
ETHE1,ENST00000292147.7
ETNK1,ENST00000266517.9
ETNK2,ENST00000367202.9
ETNPPL,ENST00000296486.8
ETS1,ENST00000392668.8
ETS2,ENST00000360938.8
ETV1,ENST00000430479.6
ETV2,ENST00000402764.6
ETV3,ENST00000368192.9
ETV3L,ENST00000454449.3
ETV4,ENST00000319349.10
ETV5,ENST00000306376.10
ETV6,ENST00000396373.9
ETV7,ENST00000340181.9
EVA1A,ENST00000393913.8
EVA1B,ENST00000490466.2
EVA1C,ENST00000300255.7
EVC,ENST00000264956.11
EVC2,ENST00000344408.10
EVI2A,ENST00000462804.3
EVI2B,ENST00000330927.5
EVL,ENST00000392920.8
EVPL,ENST00000301607.8
EVPLL,ENST00000399134.5
EVX1,ENST00000496902.7
EWSR1,ENST00000397938.7
EXD1,ENST00000458580.7
EXD3,ENST00000340951.9
EXO1,ENST00000366548.8
EXO5,ENST00000415550.6
EXOC1,ENST00000381295.7
EXOC1L,ENST00000636125.2
EXOC2,ENST00000230449.9
EXOC3,ENST00000512944.6
EXOC3L1,ENST00000314586.11
EXOC3L2,ENST00000413988.3
EXOC4,ENST00000253861.5
EXOC5,ENST00000621441.5
EXOC6,ENST00000260762.10
EXOC6B,ENST00000272427.11
EXOC7,ENST00000589210.6
EXOC8,ENST00000366645.1
EXOG,ENST00000287675.10
EXOSC1,ENST00000370902.8
EXOSC10,ENST00000376936.9
EXOSC2,ENST00000372358.10
EXOSC3,ENST00000327304.10
EXOSC4,ENST00000316052.6
EXOSC5,ENST00000221233.9
EXOSC6,ENST00000435634.3
EXOSC7,ENST00000265564.8
EXOSC8,ENST00000389704.4
EXOSC9,ENST00000243498.10
EXPH5,ENST00000265843.9
EXT1,ENST00000378204.7
EXT2,ENST00000533608.7
EXTL1,ENST00000374280.4
EXTL2,ENST00000370114.8
EXTL3,ENST00000220562.9
EYA1,ENST00000340726.8
EYA2,ENST00000327619.10
EYA3,ENST00000373871.8
EYA4,ENST00000355286.12
EYS,ENST00000503581.6
EZH1,ENST00000428826.7
EZH2,ENST00000320356.7
EZHIP,ENST00000342995.4
EZR,ENST00000367075.4
F10,ENST00000375559.8
F11,ENST00000403665.7
F11R,ENST00000368026.11
F12,ENST00000253496.4
F13A1,ENST00000264870.8
F13B,ENST00000367412.2
F2,ENST00000311907.10
F2R,ENST00000319211.5
F2RL1,ENST00000296677.5
F2RL2,ENST00000296641.5
F2RL3,ENST00000248076.4
F3,ENST00000334047.12
F5,ENST00000367797.9
F7,ENST00000346342.8
F8,ENST00000360256.9
F8A1,ENST00000610495.2
F8A2,ENST00000369505.5
F8A3,ENST00000622749.2
F9,ENST00000218099.7
FA2H,ENST00000219368.8
FAAH,ENST00000243167.9
FAAH2,ENST00000374900.5
FAAP100,ENST00000327787.13
FAAP20,ENST00000378546.9
FAAP24,ENST00000588258.6
FABP1,ENST00000295834.8
FABP2,ENST00000274024.4
FABP3,ENST00000373713.7
FABP4,ENST00000256104.5
FABP5,ENST00000297258.11
FABP6,ENST00000402432.4
FABP7,ENST00000368444.8
FABP9,ENST00000379071.4
FADD,ENST00000301838.5
FADS1,ENST00000350997.12
FADS2,ENST00000278840.9
FADS3,ENST00000278829.7
FADS6,ENST00000612771.5
FAF1,ENST00000396153.7
FAF2,ENST00000261942.7
FAH,ENST00000561421.6
FAHD2A,ENST00000233379.9
FAHD2B,ENST00000414820.6
FAIM2,ENST00000320634.8
FAM102A,ENST00000373095.6
FAM102B,ENST00000370035.8
FAM107A,ENST00000360997.7
FAM107B,ENST00000181796.7
FAM110A,ENST00000381941.8
FAM110C,ENST00000327669.5
FAM110D,ENST00000374268.5
FAM111A,ENST00000675163.1
FAM111B,ENST00000343597.4
FAM114A1,ENST00000358869.5
FAM114A2,ENST00000351797.9
FAM117A,ENST00000240364.7
FAM117B,ENST00000392238.3
FAM118A,ENST00000441876.7
FAM118B,ENST00000533050.6
FAM120A,ENST00000277165.11
FAM120AOS,ENST00000375412.11
FAM120B,ENST00000476287.4
FAM120C,ENST00000375180.7
FAM124A,ENST00000322475.13
FAM124B,ENST00000409685.4
FAM126A,ENST00000432176.7
FAM126B,ENST00000681958.1
FAM131A,ENST00000383847.7
FAM131B,ENST00000443739.7
FAM131C,ENST00000375662.5
FAM133A,ENST00000683942.1
FAM133B,ENST00000445716.6
FAM135A,ENST00000418814.7
FAM135B,ENST00000395297.6
FAM136A,ENST00000430566.6
FAM13A,ENST00000264344.10
FAM13C,ENST00000618804.5
FAM149B1,ENST00000242505.11
FAM151A,ENST00000302250.7
FAM151B,ENST00000282226.5
FAM155A,ENST00000375915.4
FAM155B,ENST00000252338.5
FAM156A,ENST00000622447.5
FAM156B,ENST00000416841.7
FAM160A1,ENST00000435205.6
FAM160A2,ENST00000449352.7
FAM160B1,ENST00000369248.9
FAM160B2,ENST00000289921.8
FAM161A,ENST00000404929.6
FAM161B,ENST00000286544.5
FAM162A,ENST00000477892.5
FAM162B,ENST00000368557.6
FAM163B,ENST00000673969.1
FAM166A,ENST00000344774.6
FAM166B,ENST00000399742.7
FAM166C,ENST00000329615.4
FAM167A,ENST00000284486.9
FAM167B,ENST00000373582.4
FAM168A,ENST00000356467.5
FAM168B,ENST00000389915.4
FAM170B,ENST00000311787.6
FAM171A1,ENST00000378116.9
FAM171A2,ENST00000293443.12
FAM171B,ENST00000304698.10
FAM172A,ENST00000395965.8
FAM174A,ENST00000312637.5
FAM174B,ENST00000327355.6
FAM174C,ENST00000409293.6
FAM177A1,ENST00000280987.9
FAM178B,ENST00000490605.3
FAM180A,ENST00000338588.8
FAM180B,ENST00000538490.3
FAM181B,ENST00000329203.5
FAM183A,ENST00000335282.5
FAM184A,ENST00000338891.12
FAM184B,ENST00000265018.4
FAM185A,ENST00000413034.3
FAM186A,ENST00000327337.6
FAM186B,ENST00000257894.2
FAM189A1,ENST00000261275.5
FAM189A2,ENST00000303068.14
FAM189B,ENST00000361361.7
FAM193A,ENST00000637812.2
FAM193B,ENST00000514747.6
FAM199X,ENST00000493442.2
FAM200A,ENST00000449309.2
FAM200B,ENST00000422728.3
FAM204A,ENST00000369183.9
FAM205A,ENST00000378788.4
FAM205C,ENST00000340783.11
FAM207A,ENST00000291634.11
FAM209A,ENST00000371328.5
FAM209B,ENST00000371325.1
FAM20A,ENST00000592554.2
FAM20B,ENST00000263733.5
FAM20C,ENST00000313766.6
FAM210A,ENST00000651643.1
FAM210B,ENST00000371384.4
FAM214A,ENST00000619572.5
FAM214B,ENST00000322813.10
FAM216A,ENST00000377673.10
FAM216B,ENST00000313851.3
FAM217A,ENST00000274673.8
FAM217B,ENST00000360816.8
FAM219A,ENST00000651358.1
FAM219B,ENST00000357635.10
FAM220A,ENST00000313324.9
FAM221A,ENST00000344962.9
FAM221B,ENST00000423537.7
FAM222A,ENST00000538780.2
FAM222B,ENST00000581407.6
FAM227A,ENST00000535113.7
FAM227B,ENST00000299338.11
FAM228A,ENST00000295150.8
FAM228B,ENST00000615575.5
FAM229B,ENST00000368656.7
FAM234A,ENST00000399932.8
FAM234B,ENST00000197268.13
FAM236A,ENST00000611003.2
FAM236B,ENST00000596535.3
FAM236C,ENST00000636267.1
FAM236D,ENST00000419795.6
FAM237A,ENST00000441223.4
FAM240A,ENST00000640551.3
FAM240C,ENST00000404031.6
FAM241A,ENST00000309733.6
FAM241B,ENST00000373279.6
FAM243A,ENST00000410005.2
FAM24A,ENST00000368894.2
FAM24B,ENST00000368898.8
FAM25A,ENST00000343959.5
FAM25C,ENST00000617224.3
FAM25G,ENST00000452267.2
FAM32A,ENST00000263384.12
FAM3A,ENST00000447601.7
FAM3B,ENST00000357985.7
FAM3C,ENST00000359943.8
FAM3D,ENST00000358781.7
FAM43A,ENST00000329759.6
FAM43B,ENST00000332947.6
FAM47A,ENST00000346193.5
FAM47B,ENST00000329357.6
FAM47C,ENST00000358047.5
FAM47E,ENST00000424749.7
FAM50A,ENST00000393600.8
FAM50B,ENST00000648326.1
FAM53B,ENST00000337318.8
FAM53C,ENST00000239906.10
FAM71A,ENST00000294829.5
FAM71B,ENST00000302938.4
FAM71C,ENST00000324341.2
FAM71E1,ENST00000600100.6
FAM71E2,ENST00000424985.3
FAM71F2,ENST00000682356.1
FAM72A,ENST00000367128.8
FAM72C,ENST00000584486.6
FAM72D,ENST00000400889.3
FAM76A,ENST00000373954.11
FAM76B,ENST00000358780.10
FAM78A,ENST00000372271.4
FAM78B,ENST00000354422.4
FAM81A,ENST00000288228.10
FAM81B,ENST00000283357.10
FAM83B,ENST00000306858.8
FAM83C,ENST00000374408.4
FAM83D,ENST00000619850.2
FAM83E,ENST00000263266.4
FAM83F,ENST00000333407.11
FAM83G,ENST00000388995.11
FAM83H,ENST00000388913.4
FAM89A,ENST00000366654.5
FAM89B,ENST00000530349.2
FAM8A1,ENST00000259963.4
FAM90A1,ENST00000538603.6
FAM91A1,ENST00000334705.12
FAM98A,ENST00000238823.13
FAM98B,ENST00000397609.6
FAM9A,ENST00000381003.7
FAM9B,ENST00000327220.10
FAM9C,ENST00000380625.8
FAN1,ENST00000362065.9
FANCA,ENST00000389301.8
FANCB,ENST00000650831.1
FANCC,ENST00000289081.8
FANCD2,ENST00000675286.1
FANCD2OS,ENST00000450660.3
FANCE,ENST00000229769.3
FANCF,ENST00000327470.6
FANCG,ENST00000378643.8
FANCI,ENST00000310775.12
FANCL,ENST00000233741.9
FANCM,ENST00000267430.10
FANK1,ENST00000368693.6
FAP,ENST00000188790.9
FAR1,ENST00000354817.8
FAR2,ENST00000536681.8
FARP1,ENST00000319562.11
FARP2,ENST00000264042.8
FARS2,ENST00000274680.9
FARSA,ENST00000314606.9
FARSB,ENST00000281828.8
FAS,ENST00000652046.1
FASLG,ENST00000367721.3
FASN,ENST00000306749.4
FASTK,ENST00000297532.11
FASTKD1,ENST00000453153.7
FASTKD2,ENST00000402774.8
FASTKD3,ENST00000264669.10
FASTKD5,ENST00000380266.4
FAT1,ENST00000441802.7
FAT2,ENST00000261800.6
FAT3,ENST00000525166.6
FAT4,ENST00000394329.9
FATE1,ENST00000370350.7
FAU,ENST00000529639.6
FAXC,ENST00000389677.6
FAXDC2,ENST00000326080.10
FBH1,ENST00000362091.9
FBL,ENST00000221801.8
FBLIM1,ENST00000375766.8
FBLL1,ENST00000338333.5
FBLN1,ENST00000327858.11
FBLN2,ENST00000404922.8
FBLN5,ENST00000342058.9
FBLN7,ENST00000331203.7
FBN1,ENST00000316623.10
FBN2,ENST00000262464.9
FBN3,ENST00000600128.6
FBP1,ENST00000375326.9
FBP2,ENST00000375337.4
FBRS,ENST00000356166.11
FBRSL1,ENST00000680143.1
FBXL12,ENST00000247977.9
FBXL14,ENST00000339235.4
FBXL15,ENST00000369956.8
FBXL16,ENST00000397621.6
FBXL17,ENST00000542267.7
FBXL18,ENST00000382368.8
FBXL19,ENST00000338343.10
FBXL2,ENST00000484457.6
FBXL20,ENST00000264658.11
FBXL22,ENST00000638704.2
FBXL3,ENST00000355619.10
FBXL4,ENST00000369244.7
FBXL5,ENST00000341285.8
FBXL6,ENST00000331890.6
FBXL7,ENST00000504595.2
FBXL8,ENST00000258200.8
FBXO10,ENST00000432825.7
FBXO11,ENST00000403359.8
FBXO15,ENST00000419743.7
FBXO16,ENST00000380254.7
FBXO17,ENST00000292852.9
FBXO2,ENST00000354287.5
FBXO21,ENST00000622495.5
FBXO22,ENST00000308275.8
FBXO24,ENST00000241071.11
FBXO25,ENST00000350302.8
FBXO27,ENST00000292853.9
FBXO28,ENST00000366862.10
FBXO3,ENST00000265651.8
FBXO30,ENST00000237281.5
FBXO31,ENST00000311635.12
FBXO32,ENST00000517956.5
FBXO34,ENST00000313833.5
FBXO36,ENST00000283946.8
FBXO38,ENST00000340253.10
FBXO39,ENST00000321535.5
FBXO4,ENST00000281623.8
FBXO40,ENST00000338040.6
FBXO41,ENST00000520530.3
FBXO42,ENST00000375592.8
FBXO43,ENST00000428847.3
FBXO44,ENST00000251547.10
FBXO45,ENST00000311630.7
FBXO46,ENST00000317683.4
FBXO47,ENST00000378079.3
FBXO48,ENST00000377957.4
FBXO5,ENST00000229758.8
FBXO6,ENST00000376753.9
FBXO7,ENST00000266087.12
FBXO8,ENST00000393674.7
FBXO9,ENST00000323557.12
FBXW10,ENST00000395665.9
FBXW11,ENST00000517395.6
FBXW12,ENST00000296438.9
FBXW2,ENST00000608872.6
FBXW4,ENST00000331272.9
FBXW5,ENST00000325285.8
FBXW7,ENST00000281708.10
FBXW8,ENST00000652555.1
FBXW9,ENST00000393261.8
FCAMR,ENST00000324852.9
FCAR,ENST00000355524.8
FCER1G,ENST00000289902.2
FCER2,ENST00000597921.6
FCF1,ENST00000341162.8
FCGR1A,ENST00000369168.5
FCGR2A,ENST00000271450.12
FCGR3A,ENST00000443193.6
FCGR3B,ENST00000650385.1
FCGRT,ENST00000221466.10
FCHO2,ENST00000430046.7
FCHSD1,ENST00000435817.7
FCHSD2,ENST00000409418.9
FCMR,ENST00000367091.8
FCN1,ENST00000371806.4
FCN2,ENST00000291744.11
FCN3,ENST00000270879.9
FCRL1,ENST00000368176.8
FCRL2,ENST00000361516.8
FCRL3,ENST00000368184.8
FCRL4,ENST00000271532.2
FCRL5,ENST00000361835.8
FCRL6,ENST00000368106.4
FCRLA,ENST00000236938.12
FCSK,ENST00000288078.11
FDCSP,ENST00000317987.6
FDFT1,ENST00000220584.9
FDPS,ENST00000368356.9
FDX1,ENST00000260270.3
FDX2,ENST00000393708.3
FDXACB1,ENST00000260257.9
FDXR,ENST00000293195.10
FECH,ENST00000262093.11
FEM1A,ENST00000269856.5
FEM1B,ENST00000306917.5
FEM1C,ENST00000274457.5
FEN1,ENST00000305885.3
FER,ENST00000281092.9
FER1L5,ENST00000624922.6
FER1L6,ENST00000522917.5
FERD3L,ENST00000275461.3
FERMT1,ENST00000217289.9
FERMT2,ENST00000341590.8
FERMT3,ENST00000345728.10
FES,ENST00000328850.8
FETUB,ENST00000265029.8
FEV,ENST00000295727.2
FEZ1,ENST00000278919.8
FEZ2,ENST00000405912.8
FEZF1,ENST00000442488.7
FEZF2,ENST00000283268.8
FFAR2,ENST00000599180.3
FFAR3,ENST00000327809.5
FFAR4,ENST00000371481.9
FGA,ENST00000403106.8
FGB,ENST00000302068.9
FGD1,ENST00000375135.4
FGD2,ENST00000274963.13
FGD3,ENST00000375482.8
FGD4,ENST00000534526.7
FGD5,ENST00000285046.10
FGD6,ENST00000343958.9
FGF1,ENST00000337706.7
FGF10,ENST00000264664.5
FGF11,ENST00000293829.9
FGF12,ENST00000445105.7
FGF13,ENST00000315930.11
FGF14,ENST00000376143.5
FGF16,ENST00000439435.3
FGF17,ENST00000359441.4
FGF18,ENST00000274625.6
FGF19,ENST00000294312.4
FGF2,ENST00000644866.2
FGF20,ENST00000180166.6
FGF21,ENST00000593756.6
FGF23,ENST00000237837.2
FGF3,ENST00000334134.4
FGF4,ENST00000168712.3
FGF5,ENST00000312465.12
FGF6,ENST00000228837.3
FGF7,ENST00000267843.9
FGF8,ENST00000320185.7
FGF9,ENST00000382353.6
FGFBP1,ENST00000382333.2
FGFBP2,ENST00000259989.7
FGFBP3,ENST00000311575.6
FGFR1,ENST00000447712.7
FGFR1OP2,ENST00000229395.8
FGFR2,ENST00000358487.10
FGFR3,ENST00000440486.8
FGFR4,ENST00000292408.9
FGFRL1,ENST00000510644.6
FGG,ENST00000336098.8
FGGY,ENST00000303721.12
FGL1,ENST00000427924.5
FGL2,ENST00000248598.6
FGR,ENST00000374005.8
FH,ENST00000366560.4
FHDC1,ENST00000511601.6
FHIT,ENST00000492590.6
FHL1,ENST00000394155.8
FHL1,ENST00000370683.6
FHL2,ENST00000530340.6
FHL3,ENST00000373016.4
FHL5,ENST00000450218.6
FHOD1,ENST00000258201.9
FIBCD1,ENST00000372338.9
FIBIN,ENST00000318627.4
FIBP,ENST00000357519.9
FICD,ENST00000552695.6
FIG4,ENST00000230124.8
FIGLA,ENST00000332372.6
FIGN,ENST00000333129.4
FIGNL1,ENST00000433017.6
FIGNL2,ENST00000618634.3
FILIP1,ENST00000237172.12
FILIP1L,ENST00000477258.2
FIP1L1,ENST00000337488.11
FIS1,ENST00000223136.5
FITM1,ENST00000267426.6
FITM2,ENST00000396825.4
FIZ1,ENST00000221665.5
FJX1,ENST00000317811.6
FKBP10,ENST00000321562.9
FKBP11,ENST00000550765.6
FKBP14,ENST00000222803.10
FKBP15,ENST00000238256.8
FKBP1A,ENST00000400137.9
FKBP1B,ENST00000380986.9
FKBP2,ENST00000309366.9
FKBP3,ENST00000396062.4
FKBP4,ENST00000001008.6
FKBP5,ENST00000357266.9
FKBP6,ENST00000252037.5
FKBP7,ENST00000424785.7
FKBP8,ENST00000608443.6
FKBP9,ENST00000242209.9
FKBPL,ENST00000375156.4
FKRP,ENST00000318584.10
FKTN,ENST00000357998.10
FLACC1,ENST00000392257.8
FLAD1,ENST00000292180.8
FLCN,ENST00000285071.9
FLG,ENST00000368799.2
FLG2,ENST00000388718.5
FLI1,ENST00000527786.7
FLII,ENST00000327031.9
FLNA,ENST00000369850.10
FLNB,ENST00000295956.9
FLNC,ENST00000325888.13
FLOT1,ENST00000376389.8
FLOT2,ENST00000394908.9
FLRT1,ENST00000682287.1
FLRT2,ENST00000330753.6
FLRT3,ENST00000341420.5
FLT1,ENST00000282397.9
FLT3,ENST00000241453.12
FLT3LG,ENST00000597551.6
FLT4,ENST00000261937.11
FLVCR1,ENST00000366971.9
FLVCR2,ENST00000238667.9
FLYWCH1,ENST00000253928.14
FLYWCH2,ENST00000396958.8
FMC1,ENST00000297534.7
FMN1,ENST00000616417.5
FMN2,ENST00000319653.14
FMNL1,ENST00000331495.8
FMNL2,ENST00000288670.14
FMNL3,ENST00000335154.10
FMO1,ENST00000617670.6
FMO2,ENST00000209929.10
FMO3,ENST00000367755.9
FMO4,ENST00000367749.4
FMO5,ENST00000254090.9
FMOD,ENST00000354955.5
FMR1,ENST00000370475.9
FMR1NB,ENST00000370467.8
FN1,ENST00000354785.11
FN3K,ENST00000300784.8
FN3KRP,ENST00000269373.11
FNBP1,ENST00000446176.7
FNBP1L,ENST00000271234.13
FNBP4,ENST00000263773.10
FNDC1,ENST00000297267.14
FNDC10,ENST00000422725.4
FNDC11,ENST00000370097.2
FNDC3A,ENST00000492622.6
FNDC3B,ENST00000415807.7
FNDC4,ENST00000264703.4
FNDC5,ENST00000373471.9
FNDC7,ENST00000370017.9
FNDC8,ENST00000158009.6
FNDC9,ENST00000312349.5
FNIP1,ENST00000510461.6
FNIP2,ENST00000264433.11
FNTA,ENST00000302279.8
FNTB,ENST00000246166.3
FOLH1,ENST00000256999.7
FOLR1,ENST00000393676.5
FOLR2,ENST00000298223.11
FOLR3,ENST00000611028.3
FOS,ENST00000303562.9
FOSB,ENST00000353609.8
FOSL1,ENST00000312562.7
FOSL2,ENST00000264716.9
FOXA1,ENST00000250448.5
FOXA2,ENST00000419308.7
FOXA3,ENST00000302177.3
FOXB1,ENST00000396057.6
FOXB2,ENST00000376708.1
FOXC1,ENST00000645831.2
FOXC2,ENST00000649859.1
FOXD1,ENST00000615637.3
FOXD2,ENST00000334793.6
FOXD3,ENST00000371116.4
FOXD4,ENST00000382500.4
FOXD4L3,ENST00000342833.4
FOXD4L5,ENST00000377420.1
FOXD4L6,ENST00000622588.2
FOXE1,ENST00000375123.5
FOXE3,ENST00000335071.4
FOXF1,ENST00000262426.6
FOXF2,ENST00000645481.2
FOXG1,ENST00000313071.7
FOXH1,ENST00000377317.5
FOXI1,ENST00000306268.8
FOXI2,ENST00000388920.5
FOXI3,ENST00000428390.3
FOXJ1,ENST00000322957.7
FOXJ2,ENST00000162391.8
FOXJ3,ENST00000361346.6
FOXK1,ENST00000328914.5
FOXK2,ENST00000335255.10
FOXL1,ENST00000320241.5
FOXL2,ENST00000648323.1
FOXL2NB,ENST00000383165.4
FOXM1,ENST00000359843.8
FOXN1,ENST00000579795.6
FOXN2,ENST00000340553.8
FOXN3,ENST00000557258.6
FOXN4,ENST00000299162.10
FOXO1,ENST00000379561.6
FOXO3,ENST00000406360.2
FOXO3B,ENST00000395675.7
FOXO4,ENST00000374259.8
FOXP1,ENST00000649528.3
FOXP2,ENST00000350908.9
FOXP3,ENST00000376207.10
FOXP4,ENST00000307972.10
FOXQ1,ENST00000296839.5
FOXR1,ENST00000317011.8
FOXR2,ENST00000339140.5
FOXRED1,ENST00000263578.10
FOXRED2,ENST00000397224.9
FOXS1,ENST00000375978.5
FPGS,ENST00000373247.7
FPGT,ENST00000370898.9
FPR1,ENST00000304748.5
FPR2,ENST00000340023.7
FPR3,ENST00000339223.5
FRA10AC1,ENST00000359204.5
FRAS1,ENST00000512123.4
FRAT1,ENST00000371021.5
FRAT2,ENST00000371019.4
FREM1,ENST00000380880.4
FREM2,ENST00000280481.9
FREM3,ENST00000329798.5
FRG1,ENST00000226798.9
FRG2,ENST00000504750.6
FRG2B,ENST00000425520.2
FRG2C,ENST00000308062.8
FRK,ENST00000606080.2
FRMD3,ENST00000304195.8
FRMD4A,ENST00000357447.7
FRMD4B,ENST00000398540.8
FRMD5,ENST00000417257.6
FRMD6,ENST00000344768.10
FRMD7,ENST00000298542.9
FRMD8,ENST00000317568.10
FRMPD1,ENST00000377765.8
FRMPD2,ENST00000374201.8
FRMPD4,ENST00000675598.1
FRRS1,ENST00000646001.2
FRRS1L,ENST00000561981.5
FRS2,ENST00000549921.6
FRS3,ENST00000373018.7
FRY,ENST00000542859.6
FRYL,ENST00000358350.9
FRZB,ENST00000295113.5
FSBP,ENST00000481490.3
FSCB,ENST00000340446.5
FSCN1,ENST00000382361.8
FSCN2,ENST00000417245.7
FSCN3,ENST00000265825.6
FSD1,ENST00000221856.11
FSD1L,ENST00000481272.6
FSD2,ENST00000334574.12
FSHB,ENST00000533718.2
FSHR,ENST00000406846.7
FSIP1,ENST00000350221.4
FSIP2,ENST00000424728.6
FST,ENST00000256759.8
FSTL1,ENST00000295633.8
FSTL3,ENST00000166139.9
FSTL4,ENST00000265342.12
FSTL5,ENST00000306100.10
FTCD,ENST00000397746.8
FTH1,ENST00000273550.12
FTHL17,ENST00000359202.5
FTL,ENST00000331825.11
FTMT,ENST00000321339.3
FTO,ENST00000471389.6
FTSJ1,ENST00000348411.3
FTSJ3,ENST00000427159.7
FUBP1,ENST00000370768.7
FUBP3,ENST00000319725.10
FUCA1,ENST00000374479.4
FUCA2,ENST00000002165.11
FUNDC1,ENST00000378045.5
FUNDC2,ENST00000369498.8
FUOM,ENST00000278025.9
FURIN,ENST00000268171.8
FUS,ENST00000254108.12
FUT1,ENST00000645652.2
FUT10,ENST00000327671.10
FUT11,ENST00000372841.8
FUT2,ENST00000425340.3
